SwissLipids ID	UniProtKB AC(s)	Gene name	Protein taxon	Taxon scientific name	Rhea ID	Reaction text	Evidence tag ID
SLP:000001597	O95342	ABCB11	9606	Homo sapiens	50085	taurolithocholate sulfate + ATP + H2O => phosphate + ADP + taurolithocholate sulfate + H+	15760
SLP:000001599	Q92887	ABCC2	9606	Homo sapiens	50085	taurolithocholate sulfate + ATP + H2O => phosphate + ADP + taurolithocholate sulfate + H+	15761
SLP:000001598	O70127	Abcb11	10116	Rattus norvegicus	50049	H2O + cholate + ATP => H+ + cholate + ADP + phosphate	15762
SLP:000001598	O70127	Abcb11	10116	Rattus norvegicus	50053	H2O + ATP + taurocholate => taurocholate + ADP + phosphate + H+	15763
SLP:000001598	O70127	Abcb11	10116	Rattus norvegicus	50057	H2O + glycocholate + ATP => H+ + phosphate + glycocholate + ADP	15764
SLP:000001598	O70127	Abcb11	10116	Rattus norvegicus	50061	H2O + ATP + glycochenodeoxycholate => H+ + glycochenodeoxycholate + ADP + phosphate	15765
SLP:000001598	O70127	Abcb11	10116	Rattus norvegicus	50065	H2O + taurochenodeoxycholate + ATP => H+ + taurochenodeoxycholate + ADP + phosphate	15766
SLP:000001598	O70127	Abcb11	10116	Rattus norvegicus	50069	ATP + Glycoursodeoxycholate + H2O => Glycoursodeoxycholate + ADP + phosphate + H+	15767
SLP:000001598	O70127	Abcb11	10116	Rattus norvegicus	50073	H2O + ATP + tauroursodeoxycholate => tauroursodeoxycholate + H+ + phosphate + ADP	15768
SLP:000001598	O70127	Abcb11	10116	Rattus norvegicus	50081	taurodeoxycholate + H2O + ATP => H+ + phosphate + taurodeoxycholate + ADP	15769
SLP:000001601	A2AKK5-1	Acnat1	10090	Mus musculus	50101	taurine + dodecanoyl-CoA => N-dodecanoyl-taurine + H+ + CoA	15771
SLP:000001601	A2AKK5-1	Acnat1	10090	Mus musculus	50105	taurine + tetradecanoyl-CoA => H+ + N-tetradecanoyl-taurine + CoA	15772
SLP:000001601	A2AKK5-1	Acnat1	10090	Mus musculus	50109	taurine + hexadecanoyl-CoA => CoA + H+ + N-hexadecanoyl-taurine	15773
SLP:000001601	A2AKK5-1	Acnat1	10090	Mus musculus	50113	taurine + octadecanoyl-CoA => N-octadecanoyl-taurine + CoA + H+	15774
SLP:000001601	A2AKK5-1	Acnat1	10090	Mus musculus	50117	taurine + eicosanoyl-CoA => H+ + CoA + N-eicosanoyl-taurine	15775
SLP:000001601	A2AKK5-1	Acnat1	10090	Mus musculus	50121	tetracosanoyl-CoA + taurine => N-tetracosanoyl-taurine + H+ + CoA	15777
SLP:000000732	P15428	HPGD	9606	Homo sapiens	50125	NAD+ + resolvin D1 => 8-oxoresolvin D1 + H+ + NADH	15778 | 16824
SLP:000000732	P15428	HPGD	9606	Homo sapiens	50129	NAD+ + resolvin D1 => 17-oxoresolvin D1 + H+ + NADH 	15779 | 16823
SLP:000000055	P28321	YJU3	559292	Saccharomyces cerevisiae S288c	50133	ethyl hexadecanoate + H2O => hexadecanoate + ethanol + H+	15781
SLP:000000055	P28321	YJU3	559292	Saccharomyces cerevisiae S288c	50137	H2O + ethyl (9Z)-octadecenoate => (9Z)-octadecenoate + H+ + ethanol	15782
SLP:000000055	P28321	YJU3	559292	Saccharomyces cerevisiae S288c	50145	ethyl (9Z)-hexadecenoate + H2O => ethanol + (9Z)-hexadecenoate + H+	15783
SLP:000000667	P16050	ALOX15	9606	Homo sapiens	50141	1 (15S)-hydroperoxy-(5Z,8Z,11Z,13E)-eicosatetraenoate => 1 (14S,15S)-epoxy-(5Z,8Z,10E,12E)-eicosatetraenoate + 1 H2O	15785
SLP:000000667	P16050	ALOX15	9606	Homo sapiens	50153	1 (15R)-hydroperoxy-(5Z,8Z,11Z,13E)-eicosatetraenoate => 1 H2O + 1 15-oxo-(5Z,8Z,11Z,13E)-eicosatetraenoate	15786
SLP:000001603	P12530	ALOX15	9986	Oryctolagus cuniculus	50157	N-(5Z,8Z,11Z,14Z)-eicosatetraenoyl-taurine + O2 => N-(15S)-hydroperoxy-(5Z,8Z,11Z,13E)-eicosatetraenoyl-taurine	15787
SLP:000000651	O15296	ALOX15B	9606	Homo sapiens	50157	N-(5Z,8Z,11Z,14Z)-eicosatetraenoyl-taurine + O2 => N-(15S)-hydroperoxy-(5Z,8Z,11Z,13E)-eicosatetraenoyl-taurine	15788
SLP:000000670	P18054	ALOX12	9606	Homo sapiens	50157	N-(5Z,8Z,11Z,14Z)-eicosatetraenoyl-taurine + O2 => N-(15S)-hydroperoxy-(5Z,8Z,11Z,13E)-eicosatetraenoyl-taurine	15789
SLP:000000670	P18054	ALOX12	9606	Homo sapiens	50161	O2 + N-(5Z,8Z,11Z,14Z)-eicosatetraenoyl-taurine => N-(12S)-hydroperoxy-(5Z,8Z,10E,14Z)-eicosatetraenoyl-taurine	15790
SLP:000001604	P16469	ALOX15	9823	Sus scrofa	50161	O2 + N-(5Z,8Z,11Z,14Z)-eicosatetraenoyl-taurine => N-(12S)-hydroperoxy-(5Z,8Z,10E,14Z)-eicosatetraenoyl-taurine	15791
SLP:000000422	Q08477-1	CYP4F3	9606	Homo sapiens	50165	(5Z,8Z,11Z)-eicosatrienoate + O2 + reduced-[NADPH--hemoprotein reductase] => 20-hydroxy-(5Z,8Z,11Z)-eicosatrienoate + H+ + H2O + oxidized-[NADPH--hemoprotein reductase]	15792
SLP:000000423	Q08477-2	CYP4F3	9606	Homo sapiens	50165	(5Z,8Z,11Z)-eicosatrienoate + O2 + reduced-[NADPH--hemoprotein reductase] => 20-hydroxy-(5Z,8Z,11Z)-eicosatrienoate + H+ + H2O + oxidized-[NADPH--hemoprotein reductase]	15793
SLP:000000670	P18054	ALOX12	9606	Homo sapiens	50169	N-arachidonoylglycinate + O2 => N-12-(S)-hydroperoxy-(5Z,8Z,10E,14Z)-eicosatetraenoyl-glycine	15795
SLP:000000670	P18054	ALOX12	9606	Homo sapiens	50189	O2 + N-arachidonoylglycinate => N-(15-S)-hydroperoxy-(5Z,8Z,11Z,13E)-eicosatetraenoyl-glycine	15796
SLP:000000670	P18054	ALOX12	9606	Homo sapiens	50177	N-(5Z,8Z,11Z,14Z)-eicosatetraenoyl-gamma-aminobutanoate + O2 => N-(12-S)-hydroperoxy-(5Z,8Z,10E,14Z)-eicosatetraenoyl-gamma-aminobutanoate	15797
SLP:000000670	P18054	ALOX12	9606	Homo sapiens	50181	O2 + N-(5Z,8Z,11Z,14Z)-eicosatetraenoyl-gamma-aminobutanoate => N-(15S)-hydroperoxy-(5Z,8Z,11Z,13E)-eicosatetraenoyl-gamma-aminobutanoate	15798
SLP:000000651	O15296	ALOX15B	9606	Homo sapiens	50189	O2 + N-arachidonoylglycinate => N-(15-S)-hydroperoxy-(5Z,8Z,11Z,13E)-eicosatetraenoyl-glycine	15799
SLP:000000651	O15296	ALOX15B	9606	Homo sapiens	50181	O2 + N-(5Z,8Z,11Z,14Z)-eicosatetraenoyl-gamma-aminobutanoate => N-(15S)-hydroperoxy-(5Z,8Z,11Z,13E)-eicosatetraenoyl-gamma-aminobutanoate	15800
SLP:000000651	O15296	ALOX15B	9606	Homo sapiens	50185	O2 + N-(5Z,8Z,11Z,14Z)-eicosatetraenoyl-alanine => N-(15S)-hydroperoxy-(5Z,8Z,11Z,13E)-eicosatetraenoyl-alanine	15801
SLP:000000670	P18054	ALOX12	9606	Homo sapiens	16870	O2 + (5Z,8Z,11Z,14Z)-eicosatetraenoate => 15(S)-HPETE	15803
SLP:000001604	P16469	ALOX15	9823	Sus scrofa	10429	O2 + (5Z,8Z,11Z,14Z)-eicosatetraenoate => 12(S)-HPETE	15804
SLP:000000670	P18054	ALOX12	9606	Homo sapiens	50173	O2 + N-(5Z,8Z,11Z,14Z)-eicosatetraenoyl-alanine => N-(12S)-hydroperoxy-(5Z,8Z,10E,14Z)-eicosatetraenoyl-alanine	15805
SLP:000000670	P18054	ALOX12	9606	Homo sapiens	50185	O2 + N-(5Z,8Z,11Z,14Z)-eicosatetraenoyl-alanine => N-(15S)-hydroperoxy-(5Z,8Z,11Z,13E)-eicosatetraenoyl-alanine	15806
SLP:000000830	P35354	PTGS2	9606	Homo sapiens	50197	hydrogen donor + (5Z,8Z,11Z,14Z,17Z)-eicosapentaenoate + O2 => A + (15S)-hydroxy-(5Z,8Z,11Z,13E,17Z)-eicosapentaenoate + H2O	15810
SLP:000000830	P35354	PTGS2	9606	Homo sapiens	50201	O2 + hydrogen donor + (5Z,8Z,11Z,14Z,17Z)-eicosapentaenoate => H2O + A + (18S)-hydroxy-(5Z,8Z,11Z,14Z,16E)-eicosapentaenoate	15812
SLP:000000669	P09917	ALOX5	9606	Homo sapiens	50205	(18S)-hydroxy-(5Z,8Z,11Z,14Z,16E)-eicosapentaenoate + O2 => (5S)-hydroperoxy-(18S)-hydroxy-(6E,8Z,11Z,14Z,16E)-eicosapentaenoate	15818
SLP:000000810	P80365	HSD11B2	9606	Homo sapiens	50209	NAD+ + cortisol => cortisone + NADH + H+	15821
SLP:000000656	Q9BYJ1	ALOXE3	9606	Homo sapiens	50213	(13S)-hydroperoxy-(9Z,11E)-octadecadienoate => 11-hydroxy-(12S,13S)-epoxy-(9Z)-octadecenoate	15824
SLP:000000656	Q9BYJ1	ALOXE3	9606	Homo sapiens	48717	(13S)-hydroperoxy-(9Z,11E)-octadecadienoate => H2O + 13-oxo-9Z,11E-ODE (1-)	15825
SLP:000001609	Q02759	Alox15	10116	Rattus norvegicus	50217	12(S)-HPETE => (8S)-hydroxy-(11S,12S)-epoxy-(5Z,9E,14Z)-eicosatrienoate	15826
SLP:000001611	P05093	CYP17A1	9606	Homo sapiens	50237	reduced-[NADPH--hemoprotein reductase] + O2 + pregnenolone => H2O + 17alpha-hydroxypregnenolone + H+ + oxidized-[NADPH--hemoprotein reductase]	15828
SLP:000001611	P05093	CYP17A1	9606	Homo sapiens	46309	O2 + progesterone + reduced-[NADPH--hemoprotein reductase] => 17alpha-hydroxyprogesterone + H2O + oxidized-[NADPH--hemoprotein reductase] + H+	15829
SLP:000001612	Q16772	GSTA3	9606	Homo sapiens	43937	androst-5-ene-3,17-dione => androstenedione	15831
SLP:000001612	Q16772	GSTA3	9606	Homo sapiens	43929	pregn-5-ene-3,20-dione => progesterone	15832
SLP:000001204	P10635	CYP2D6	9606	Homo sapiens	50257	reduced-[NADPH--hemoprotein reductase] + cholesterol + O2 => H+ + 25-hydroxycholesterol + H2O + oxidized-[NADPH--hemoprotein reductase]	15834
SLP:000001203	P11712	CYP2C9	9606	Homo sapiens	50257	reduced-[NADPH--hemoprotein reductase] + cholesterol + O2 => H+ + 25-hydroxycholesterol + H2O + oxidized-[NADPH--hemoprotein reductase]	15835
SLP:000001202	P05177	CYP1A2	9606	Homo sapiens	50257	reduced-[NADPH--hemoprotein reductase] + cholesterol + O2 => H+ + 25-hydroxycholesterol + H2O + oxidized-[NADPH--hemoprotein reductase]	15836
SLP:000001201	P08684	CYP3A4	9606	Homo sapiens	50257	reduced-[NADPH--hemoprotein reductase] + cholesterol + O2 => H+ + 25-hydroxycholesterol + H2O + oxidized-[NADPH--hemoprotein reductase]	15837
SLP:000001611	P05093	CYP17A1	9606	Homo sapiens	50245	O2 + reduced-[NADPH--hemoprotein reductase] + 17alpha-hydroxypregnenolone => oxidized-[NADPH--hemoprotein reductase] + 3beta-hydroxyandrost-5-en-17-one + 2 H+ + H2O + acetate	15838 | 16653
SLP:000001476	P08263	GSTA1	9606	Homo sapiens	43937	androst-5-ene-3,17-dione => androstenedione	15839
SLP:000001613	P09488	GSTM1	9606	Homo sapiens	50261	11(S)-hydroxy-14(S),15(S)-epoxy-(5Z,8Z,12E)-eicosatrienoate + glutathione => (11S,15S)-dihydroxy-14(R)-S-glutathionyl-(5Z,8Z,12E)-eicosatrienoate	15840
SLP:000001614	P28161	GSTM2	9606	Homo sapiens	50261	11(S)-hydroxy-14(S),15(S)-epoxy-(5Z,8Z,12E)-eicosatrienoate + glutathione => (11S,15S)-dihydroxy-14(R)-S-glutathionyl-(5Z,8Z,12E)-eicosatrienoate	15841
SLP:000001615	P09211	GSTP1	9606	Homo sapiens	50261	11(S)-hydroxy-14(S),15(S)-epoxy-(5Z,8Z,12E)-eicosatrienoate + glutathione => (11S,15S)-dihydroxy-14(R)-S-glutathionyl-(5Z,8Z,12E)-eicosatrienoate	15842
SLP:000001201	P08684	CYP3A4	9606	Homo sapiens	50265	O2 + reduced-[NADPH--hemoprotein reductase] + cholesterol => H+ + oxidized-[NADPH--hemoprotein reductase] + 26-hydroxycholesterol + H2O	15843
SLP:000000422	Q08477-1	CYP4F3	9606	Homo sapiens	39788	(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoate + O2 + reduced-[NADPH--hemoprotein reductase] => 19-hydroxy-(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoate + H2O + H+ + oxidized-[NADPH--hemoprotein reductase]	15846
SLP:000000423	Q08477-2	CYP4F3	9606	Homo sapiens	39788	(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoate + O2 + reduced-[NADPH--hemoprotein reductase] => 19-hydroxy-(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoate + H2O + H+ + oxidized-[NADPH--hemoprotein reductase]	15847 | 15890
SLP:000000422	Q08477-1	CYP4F3	9606	Homo sapiens	39792	O2 + (5Z,8Z,11Z,14Z,17Z)-eicosapentaenoate + reduced-[NADPH--hemoprotein reductase] => H2O + oxidized-[NADPH--hemoprotein reductase] + 20-hydroxy-(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoate + H+	15848
SLP:000000422	Q08477-1	CYP4F3	9606	Homo sapiens	40156	reduced-[NADPH--hemoprotein reductase] + (4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoate + O2 => H+ + oxidized-[NADPH--hemoprotein reductase] + 22-hydroxy-(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoate + H2O	15850
SLP:000000421	P78329	CYP4F2	9606	Homo sapiens	50165	(5Z,8Z,11Z)-eicosatrienoate + O2 + reduced-[NADPH--hemoprotein reductase] => 20-hydroxy-(5Z,8Z,11Z)-eicosatrienoate + H+ + H2O + oxidized-[NADPH--hemoprotein reductase]	15853
SLP:000000421	P78329	CYP4F2	9606	Homo sapiens	39792	O2 + (5Z,8Z,11Z,14Z,17Z)-eicosapentaenoate + reduced-[NADPH--hemoprotein reductase] => H2O + oxidized-[NADPH--hemoprotein reductase] + 20-hydroxy-(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoate + H+	15854
SLP:000000421	P78329	CYP4F2	9606	Homo sapiens	40156	reduced-[NADPH--hemoprotein reductase] + (4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoate + O2 => H+ + oxidized-[NADPH--hemoprotein reductase] + 22-hydroxy-(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoate + H2O	15855
SLP:000000656	Q9BYJ1	ALOXE3	9606	Homo sapiens	37944	(12R)-hydroperoxy-(5Z,8Z,10E,14Z)-eicosatetraenoate => 12-oxo-(5Z,8Z,10E,14Z)-eicosatetraenoate + H2O	15856
SLP:000000669	P09917	ALOX5	9606	Homo sapiens	50269	5(S)-hydroperoxy-18(R)-hydroxy-(6E,8Z,11Z,14Z,16E)-eicosapentaenoate => (5S,6S)-epoxy-18(R)-hydroxy-(7E,9E,11Z,14Z,16E)-eicosapentaenoate + H2O	15857 | 15859
SLP:000001118	P09960	LTA4H	9606	Homo sapiens	50273	H2O + (5S,6S)-epoxy-18(R)-hydroxy-(7E,9E,11Z,14Z,16E)-eicosapentaenoate => resolvin E1	15858
SLP:000000667	P16050	ALOX15	9606	Homo sapiens	50277	(14R,15S)-epoxy-(5Z,8Z,11Z)-eicosatrienoate + O2 => (12S)-hydroperoxy-(14R,15S)-epoxy-(5Z,8Z,10E)-eicosatrienoate	15860
SLP:000000667	P16050	ALOX15	9606	Homo sapiens	50281	(14R,15S)-epoxy-(5Z,8Z,11Z)-eicosatrienoate + O2 => (5S)-hydroperoxy-(14R,15S)-epoxy-(6E,8Z,11Z)-eicosatrienoate	15861
SLP:000000667	P16050	ALOX15	9606	Homo sapiens	50285	(14S,15R)-epoxy-(5Z,8Z,11Z)-eicosatrienoate + O2 => (12S)-hydroperoxy-(14S,15R)-epoxy-(5Z,8Z,10E)-eicosatrienoate	15862
SLP:000000667	P16050	ALOX15	9606	Homo sapiens	50289	(14S,15R)-epoxy-(5Z,8Z,11Z)-eicosatrienoate + O2 => (8S)-hydroperoxy-(14S,15R)-EET(1-) 	15863
SLP:000000684	P39655	Alox12	10090	Mus musculus	50277	(14R,15S)-epoxy-(5Z,8Z,11Z)-eicosatrienoate + O2 => (12S)-hydroperoxy-(14R,15S)-epoxy-(5Z,8Z,10E)-eicosatrienoate	15864
SLP:000000684	P39655	Alox12	10090	Mus musculus	50285	(14S,15R)-epoxy-(5Z,8Z,11Z)-eicosatrienoate + O2 => (12S)-hydroperoxy-(14S,15R)-epoxy-(5Z,8Z,10E)-eicosatrienoate	15865
SLP:000001616	P10632-1	CYP2C8	9606	Homo sapiens	49881	(5Z,8Z,11Z,14Z)-eicosatetraenoate + O2 + reduced-[NADPH--hemoprotein reductase] => oxidized-[NADPH--hemoprotein reductase] + (11R,12S)-epoxy-(5Z,8Z,14Z)-eicosatrienoate + H2O + H+	15867
SLP:000001616	P10632-1	CYP2C8	9606	Homo sapiens	49861	O2 + reduced-[NADPH--hemoprotein reductase] + (5Z,8Z,11Z,14Z)-eicosatetraenoate => (14R,15S)-epoxy-(5Z,8Z,11Z)-eicosatrienoate + oxidized-[NADPH--hemoprotein reductase] + H2O + H+	15868
SLP:000001048	Q7Z449	CYP2U1	9606	Homo sapiens	50297	1 FMNH2 + 1 O2 + 1 N-[(5Z,8Z,11Z,14Z)-eicosatetraenoyl]-serotonin => 1 H2O + 1 H+ + 1 FMN + 1 2-oxo-N-[(5Z,8Z,11Z,14Z)-eicosatetraenoyl]-serotonin	15871
SLP:000001617	Q4G0S4	CYP27C1	9606	Homo sapiens	50293	all-trans-retinol + 2 H+ + O2 + 2 reduced [adrenodoxin] => all-trans-3,4-didehydro retinol + 2 H2O + 2 oxidized [adrenodoxin]	15872
SLP:000001617	Q4G0S4	CYP27C1	9606	Homo sapiens	50301	all-trans-retinol + 2 H+ + O2 + 2 reduced [adrenodoxin] => all-trans-4-hydroxyretinol + H2O + 2 oxidized [adrenodoxin]	15873
SLP:000001618	P08686	CYP21A2	9606	Homo sapiens	50309	17alpha-hydroxyprogesterone + O2 + reduced-[NADPH--hemoprotein reductase] => oxidized-[NADPH--hemoprotein reductase] + H2O + H+ + 11-deoxycortisol	15874
SLP:000001618	P08686	CYP21A2	9606	Homo sapiens	50305	reduced-[NADPH--hemoprotein reductase] + O2 + progesterone => oxidized-[NADPH--hemoprotein reductase] + H2O + H+ + 21-hydroxyprogesterone	15875
SLP:000001329	P04798	CYP1A1	9606	Homo sapiens	49881	(5Z,8Z,11Z,14Z)-eicosatetraenoate + O2 + reduced-[NADPH--hemoprotein reductase] => oxidized-[NADPH--hemoprotein reductase] + (11R,12S)-epoxy-(5Z,8Z,14Z)-eicosatrienoate + H2O + H+	15876
SLP:000000055	P28321	YJU3	559292	Saccharomyces cerevisiae S288c	50317	ethyl stearate + H2O => octadecanoate + H+ + ethanol	15877
SLP:000001604	P16469	ALOX15	9823	Sus scrofa	50177	N-(5Z,8Z,11Z,14Z)-eicosatetraenoyl-gamma-aminobutanoate + O2 => N-(12-S)-hydroperoxy-(5Z,8Z,10E,14Z)-eicosatetraenoyl-gamma-aminobutanoate	15878
SLP:000001604	P16469	ALOX15	9823	Sus scrofa	50169	N-arachidonoylglycinate + O2 => N-12-(S)-hydroperoxy-(5Z,8Z,10E,14Z)-eicosatetraenoyl-glycine	15879
SLP:000001604	P16469	ALOX15	9823	Sus scrofa	50173	O2 + N-(5Z,8Z,11Z,14Z)-eicosatetraenoyl-alanine => N-(12S)-hydroperoxy-(5Z,8Z,10E,14Z)-eicosatetraenoyl-alanine	15880
SLP:000001619	Q8TAV3	CYP2W1	9606	Homo sapiens	50321	1 O2 + 1 1-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine + 1 FMNH2 => 1 1-[(9R,10S)-epoxy-octadecanoyl]-sn-glycero-3-phosphocholine + 1 FMN + 1 H+ + 1 H2O	15881
SLP:000001619	Q8TAV3	CYP2W1	9606	Homo sapiens	50325	1 O2 + 1 1-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine + 1 FMNH2 => 1 H+ + 1 FMN + 1 H2O + 1 1-[(9S,10R)-epoxy-octadecanoyl]-sn-glycero-3-phosphocholine	15882
SLP:000001619	Q8TAV3	CYP2W1	9606	Homo sapiens	50329	1 FMNH2 + 1 1-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine + 1 O2 => 1 FMN + 1 1-[8-hydroxy-(9Z)-octadecenoyl]-sn-glycero-3-phosphocholine + 1 H2O + 1 H+	15883
SLP:000001619	Q8TAV3	CYP2W1	9606	Homo sapiens	50333	1 FMNH2 + 1 O2 + 1 1-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine => 1 1-[11-hydroxy-(9Z)-octadecenoyl]-sn-glycero-3-phosphocholine + 1 FMN + 1 H2O + 1 H+	15884
SLP:000000542	Q6ZWL3	CYP4V2	9606	Homo sapiens	40156	reduced-[NADPH--hemoprotein reductase] + (4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoate + O2 => H+ + oxidized-[NADPH--hemoprotein reductase] + 22-hydroxy-(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoate + H2O	15885
SLP:000000542	Q6ZWL3	CYP4V2	9606	Homo sapiens	39792	O2 + (5Z,8Z,11Z,14Z,17Z)-eicosapentaenoate + reduced-[NADPH--hemoprotein reductase] => H2O + oxidized-[NADPH--hemoprotein reductase] + 20-hydroxy-(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoate + H+	15886
SLP:000001620	P00191	CYP21	9913	Bos taurus	50309	17alpha-hydroxyprogesterone + O2 + reduced-[NADPH--hemoprotein reductase] => oxidized-[NADPH--hemoprotein reductase] + H2O + H+ + 11-deoxycortisol	15891
SLP:000001620	P00191	CYP21	9913	Bos taurus	50305	reduced-[NADPH--hemoprotein reductase] + O2 + progesterone => oxidized-[NADPH--hemoprotein reductase] + H2O + H+ + 21-hydroxyprogesterone	15893
SLP:000001622	Q6NT55	CYP4F22	9606	Homo sapiens	50337	O2 + reduced [NADPH—hemoprotein reductase] + triacontanoate => H+ + H2O + ω-hydroxy-triacontanoate + oxidized [NADPH—hemoprotein reductase]	15899
SLP:000001502	Q8S948-1	SPS1	3702	Arabidopsis thaliana	17654	isopentenyl diphosphate + (2E,6E)-farnesyl diphosphate => diphosphate + all-trans-geranylgeranyl diphosphate	15923
SLP:000000830	P35354	PTGS2	9606	Homo sapiens	50425	2 O2 + 1 (8Z,11Z,14Z)-eicosatrienoate => 1 prostaglandin G1	15925 | 15929
SLP:000000830	P35354	PTGS2	9606	Homo sapiens	50433	1 hydrogen donor + 1 prostaglandin G1 => 1 Prostaglandin H1 + 1 H2O + 1 A	15926 | 15930
SLP:000001095	Q9H7Z7	PTGES2	9606	Homo sapiens	50437	1 Prostaglandin H1 => 1 Prostaglandin E1	15927 | 15931
SLP:000000141	P41222	PTGDS	9606	Homo sapiens	50441	1 Prostaglandin H1 => 1 Prostaglandin D1	15928
SLP:000000830	P35354	PTGS2	9606	Homo sapiens	50445	2 O2 + 1 (5Z,8Z,11Z,14Z,17Z)-eicosapentaenoate => 1 prostaglandin G3	15932 | 15933
SLP:000000830	P35354	PTGS2	9606	Homo sapiens	50449	1 hydrogen donor + 1 prostaglandin G3 => 1 H2O + 1 A + 1 prostaglandin H3	15934 | 15935
SLP:000001095	Q9H7Z7	PTGES2	9606	Homo sapiens	50453	1 prostaglandin H3 => 1 prostaglandin E3	15936 | 15937
SLP:000001295	P15309-1	ACPP	9606	Homo sapiens	39836	1-(9Z-octadecenoyl)-sn-glycero-3-phosphate + H2O => phosphate + 1-(9Z-octadecenoyl)-sn-glycerol	15942
SLP:000001294	Q9NPH0	ACP6	9606	Homo sapiens	39836	1-(9Z-octadecenoyl)-sn-glycero-3-phosphate + H2O => phosphate + 1-(9Z-octadecenoyl)-sn-glycerol	15943
SLP:000000052	P40308	TGL3	559292	Saccharomyces cerevisiae S288c	37768	hexadecanoyl-CoA + 1-acyl-sn-glycero-3-phosphoethanolamine => 1-acyl-2-hexadecanoyl-sn-glycero-3-phosphoethanolamine + CoA	15944
SLP:000001623	Q8VDQ1	Ptgr2	10090	Mus musculus	11914	1 NADP+ + 1 13,14-dihydro-15-oxo-prostaglandin E2 +	15945
SLP:000001623	Q8VDQ1	Ptgr2	10090	Mus musculus	50590	1 13,14-dihydro-15-oxo-PGF2alpha + 1 NADP+ + + 1 15-oxo-prostaglandin F2alpha + 1 NADPH	15948
SLP:000001623	Q8VDQ1	Ptgr2	10090	Mus musculus	50586	1 NADP+ + 1 13,14-dihydro-15-oxo-prostaglandin E1 + + 1 15-oxo-prostaglandin E1 + 1 NADPH	15949
SLP:000001623	Q8VDQ1	Ptgr2	10090	Mus musculus	50594	1 13,14-dihydro-15-oxo-prostaglandin F1alpha + 1 NADP+ + + 1 15-oxo-prostaglandin F1α + 1 NADPH	15950
SLP:000001624	Q8BGC4	Zadh2	10090	Mus musculus	11914	1 NADP+ + 1 13,14-dihydro-15-oxo-prostaglandin E2 +	15951 | 15952
SLP:000001624	Q8BGC4	Zadh2	10090	Mus musculus	50586	1 NADP+ + 1 13,14-dihydro-15-oxo-prostaglandin E1 + + 1 15-oxo-prostaglandin E1 + 1 NADPH	15953
SLP:000001624	Q8BGC4	Zadh2	10090	Mus musculus	50590	1 13,14-dihydro-15-oxo-PGF2alpha + 1 NADP+ + + 1 15-oxo-prostaglandin F2alpha + 1 NADPH	15954
SLP:000001624	Q8BGC4	Zadh2	10090	Mus musculus	50594	1 13,14-dihydro-15-oxo-prostaglandin F1alpha + 1 NADP+ + + 1 15-oxo-prostaglandin F1α + 1 NADPH	15955
SLP:000000036	Q17938	daf-36	6239	Caenorhabditis elegans	45025	1 O2 + 1 H+ + 1 cholesterol + 1 NADPH => 1 cholesta-5,7-dien-3beta-ol + 1 NADP+ + 2 H2O	15964 | 15965 | 15966 | 15967
SLP:000000089	Q1JUZ1	nvd	7227	Drosophila melanogaster	45025	1 O2 + 1 H+ + 1 cholesterol + 1 NADPH => 1 cholesta-5,7-dien-3beta-ol + 1 NADP+ + 2 H2O	15968
SLP:000000090	Q6DHJ3	nvd-Dr	7955	Danio rerio	45025	1 O2 + 1 H+ + 1 cholesterol + 1 NADPH => 1 cholesta-5,7-dien-3beta-ol + 1 NADP+ + 2 H2O	15969
SLP:000000091	F7J184	nvd-Xl	8355	Xenopus laevis	45025	1 O2 + 1 H+ + 1 cholesterol + 1 NADPH => 1 cholesta-5,7-dien-3beta-ol + 1 NADP+ + 2 H2O	15970
SLP:000001123	F7J188	Neverland	7650	Hemicentrotus pulcherrimus	45025	1 O2 + 1 H+ + 1 cholesterol + 1 NADPH => 1 cholesta-5,7-dien-3beta-ol + 1 NADP+ + 2 H2O	15971
SLP:000001122	F7J187	nvd-Ci-2	7719	Ciona intestinalis	45025	1 O2 + 1 H+ + 1 cholesterol + 1 NADPH => 1 cholesta-5,7-dien-3beta-ol + 1 NADP+ + 2 H2O	15972
SLP:000001121	Q1JUZ2	nvd-Bm	7091	Bombyx mori	45025	1 O2 + 1 H+ + 1 cholesterol + 1 NADPH => 1 cholesta-5,7-dien-3beta-ol + 1 NADP+ + 2 H2O	15973
